times,_a_max,_b_max,_a_std,_b_std
1995-01-01 00:00:00,2.89328e-09,2.48954e-07,1.9592436e-10,1.44891175e-08
1995-01-01 03:00:00,2.29908e-09,2.69035e-07,1.6279636e-10,1.1746145e-08
1995-01-01 06:00:00,5.98302e-09,2.75102e-07,5.9699107e-10,7.637175e-08
1995-01-01 09:00:00,2.31984e-09,3.0558e-07,4.606159e-10,9.446e-08
1995-01-01 12:00:00,4.11455e-09,3.11478e-07,2.7555103e-10,2.7274929e-08
1995-01-01 15:00:00,1.70892e-08,4.52871e-07,3.7131385e-09,8.007655e-08
1995-01-01 18:00:00,9.09583e-09,4.0852e-07,2.0129136e-09,4.7333064e-08
1995-01-01 21:00:00,7.84302e-09,3.16887e-07,1.0257706e-09,1.6715893e-08
1995-01-02 00:00:00,2.61945e-08,7.96866e-07,4.7797206e-09,1.2761913e-07
1995-01-02 03:00:00,1.28209e-08,6.08254e-07,2.6118407e-09,7.276566e-08
1995-01-02 06:00:00,4.08387e-08,1.0134e-06,6.9063577e-09,2.1128533e-07
1995-01-02 09:00:00,8.5117e-09,5.85544e-07,1.8765431e-09,1.7633715e-07
1995-01-02 12:00:00,1.06714e-08,4.4226e-07,3.1157652e-09,4.842245e-08
1995-01-02 15:00:00,9.78756e-09,3.67905e-07,1.70118e-09,3.0835835e-08
1995-01-02 18:00:00,5.90616e-09,2.67844e-07,1.0414347e-09,1.4794898e-08
1995-01-02 21:00:00,1.13632e-08,4.97891e-07,2.5023497e-09,7.8729386e-08
1995-01-03 00:00:00,8.80889e-09,4.27787e-07,1.91919e-09,4.383788e-08
1995-01-03 03:00:00,8.40409e-09,4.35033e-07,1.5339089e-09,4.151188e-08
1995-01-03 06:00:00,3.8102e-09,2.99236e-07,7.6583057e-10,8.860207e-08
1995-01-03 09:00:00,4.04788e-09,2.80343e-07,5.016417e-10,9.52189e-08
1995-01-03 12:00:00,1.43991e-08,4.25616e-07,1.5861538e-09,3.7262748e-08
1995-01-03 15:00:00,6.54281e-09,3.70326e-07,1.1479444e-09,3.492933e-08
1995-01-03 18:00:00,6.30813e-09,3.51261e-07,1.3170465e-09,2.6208635e-08
1995-01-03 21:00:00,9.17269e-09,4.30501e-07,1.7346592e-09,5.7396544e-08
1995-01-04 00:00:00,7.99161e-09,3.31939e-07,1.2410503e-09,3.6175695e-08
1995-01-04 03:00:00,2.77919e-08,7.07118e-07,5.851726e-09,1.2181614e-07
1995-01-04 06:00:00,1.57057e-08,6.79257e-07,3.3118226e-09,1.6527042e-07
1995-01-04 09:00:00,4.44242e-09,2.94635e-07,6.4039535e-10,8.351525e-08
1995-01-04 12:00:00,3.90782e-09,3.09922e-07,3.3330777e-10,3.121705e-08
1995-01-04 15:00:00,8.96445e-08,1.26985e-06,1.9490939e-08,2.7950333e-07
1995-01-04 18:00:00,4.79683e-09,3.49994e-07,5.5990057e-10,4.178665e-08
1995-01-04 21:00:00,5.02228e-09,2.74734e-07,6.0247124e-10,1.5121914e-08
1995-01-05 00:00:00,4.40741e-09,3.25571e-07,5.608229e-10,2.8223758e-08
1995-01-05 03:00:00,2.61202e-08,7.22133e-07,6.096868e-09,1.0085841e-07
1995-01-05 06:00:00,7.43438e-09,3.48095e-07,1.38006e-09,9.867718e-08
1995-01-05 09:00:00,3.39598e-08,6.98343e-07,8.0940925e-09,1.8101949e-07
1995-01-05 12:00:00,7.21205e-08,9.81744e-07,1.525574e-08,1.8450118e-07
1995-01-05 15:00:00,4.44197e-07,3.11462e-06,6.268843e-08,5.5978813e-07
1995-01-05 18:00:00,5.75172e-08,9.50899e-07,8.269942e-09,1.2737053e-07
1995-01-05 21:00:00,1.0517e-07,1.58533e-06,2.8590351e-08,3.9379998e-07
1995-01-06 00:00:00,5.0523e-08,1.1054e-06,7.002545e-09,1.5785778e-07
1995-01-06 03:00:00,2.70489e-08,5.7098e-07,5.64109e-09,9.4548945e-08
1995-01-06 06:00:00,3.52352e-09,2.63246e-07,7.017333e-10,7.592331e-08
1995-01-06 09:00:00,1.45276e-09,1.93685e-07,3.6737105e-10,6.147739e-08
1995-01-06 12:00:00,4.87112e-09,2.3313e-07,6.3726247e-10,1.7614672e-08
1995-01-06 15:00:00,6.87715e-09,2.63035e-07,8.1698887e-10,3.250436e-08
1995-01-06 18:00:00,4.94542e-09,2.0681e-07,5.674329e-10,1.45122e-08
1995-01-06 21:00:00,5.71401e-09,2.39688e-07,7.2773254e-10,1.63741e-08
1995-01-07 00:00:00,7.32806e-09,3.0359e-07,7.13337e-10,3.96368e-08
1995-01-07 03:00:00,4.61722e-09,1.50356e-07,5.153316e-10,4.5821418e-09
1995-01-07 06:00:00,4.27674e-09,2.18003e-07,6.1599253e-10,5.345086e-08
1995-01-07 09:00:00,5.09073e-08,7.49451e-07,8.771332e-09,1.312825e-07
1995-01-07 12:00:00,1.48987e-08,2.36561e-07,3.6859957e-09,2.494019e-08
1995-01-07 15:00:00,2.45131e-07,2.48982e-06,3.8886327e-08,4.6684625e-07
1995-01-07 18:00:00,2.63123e-08,6.85408e-07,6.157027e-09,9.459915e-08
1995-01-07 21:00:00,1.34525e-08,3.94228e-07,1.8890713e-09,6.9867255e-08
1995-01-08 00:00:00,1.00566e-08,4.77176e-07,2.1519186e-09,6.219769e-08
1995-01-08 03:00:00,4.88623e-09,3.21271e-07,7.0032224e-10,2.956087e-08
1995-01-08 06:00:00,4.75327e-09,2.19839e-07,7.2277945e-10,5.0912945e-08
1995-01-08 09:00:00,3.18846e-08,7.14806e-07,4.3696935e-09,1.311812e-07
1995-01-08 12:00:00,6.13418e-09,3.08113e-07,9.747709e-10,4.208192e-08
1995-01-08 15:00:00,3.04243e-08,7.22978e-07,6.9112778e-09,1.4984882e-07
1995-01-08 18:00:00,2.90921e-08,6.85046e-07,5.076399e-09,1.1020464e-07
1995-01-08 21:00:00,1.93566e-08,4.14761e-07,2.3265259e-09,5.495913e-08
1995-01-09 00:00:00,2.88979e-07,2.64153e-06,5.4804815e-08,5.424455e-07
1995-01-09 03:00:00,4.34513e-09,1.72066e-07,4.4249998e-10,8.413627e-09
1995-01-09 06:00:00,8.32723e-09,2.89931e-07,1.3026332e-09,6.6780544e-08
1995-01-09 09:00:00,3.99365e-09,2.03273e-07,4.687094e-10,4.420021e-08
1995-01-09 12:00:00,2.56702e-07,3.95913e-06,7.794794e-08,1.1268767e-06
1995-01-09 15:00:00,1.04024e-08,4.1648e-07,2.2218267e-09,5.610996e-08
1995-01-09 18:00:00,3.98468e-09,2.24036e-07,5.6918964e-10,1.0757006e-08
1995-01-09 21:00:00,5.09914e-09,1.86611e-07,5.9014704e-10,5.849497e-09
1995-01-10 00:00:00,2.80212e-09,1.61573e-07,2.1357345e-10,7.0606796e-09
1995-01-10 03:00:00,8.32723e-09,2.47869e-07,1.0147709e-09,1.8076861e-08
1995-01-10 06:00:00,5.71401e-09,2.06258e-07,6.9977496e-10,4.400568e-08
1995-01-10 09:00:00,8.96829e-08,6.53929e-07,8.2426865e-09,7.6677274e-08
1995-01-10 12:00:00,2.60961e-09,1.37873e-07,2.4511712e-10,4.7503925e-09
1995-01-10 15:00:00,3.34286e-09,1.45019e-07,4.476199e-10,4.575968e-09
1995-01-10 18:00:00,4.05385e-09,1.80478e-07,5.6651434e-10,1.5461074e-08
1995-01-10 21:00:00,4.29212e-09,1.68267e-07,4.6078058e-10,8.876845e-09
1995-01-11 00:00:00,4.98385e-09,2.30594e-07,5.550453e-10,3.411495e-08
1995-01-11 03:00:00,6.09703e-09,1.84096e-07,6.579976e-10,1.0540586e-08
1995-01-11 06:00:00,2.61888e-09,1.60116e-07,3.9868087e-10,3.429262e-08
1995-01-11 09:00:00,1.08636e-08,2.71749e-07,1.6630107e-09,4.5378187e-08
1995-01-11 12:00:00,3.3792e-09,1.79121e-07,5.376421e-10,1.3331326e-08
1995-01-11 15:00:00,4.2506e-09,1.93257e-07,5.837514e-10,1.8899867e-08
1995-01-11 18:00:00,4.03151e-09,2.21455e-07,4.99166e-10,1.9046523e-08
1995-01-11 21:00:00,4.44583e-09,2.14155e-07,6.7385747e-10,2.1760659e-08
1995-01-12 00:00:00,8.86525e-09,3.37421e-07,1.6750255e-09,6.351632e-08
1995-01-12 03:00:00,9.55186e-09,3.25381e-07,1.2258439e-09,5.8109872e-08
1995-01-12 06:00:00,1.46681e-08,5.11007e-07,3.2799226e-09,1.0547469e-07
1995-01-12 09:00:00,1.9126e-08,4.77991e-07,2.5980476e-09,8.753357e-08
1995-01-12 12:00:00,2.91705e-09,1.44657e-07,3.0378663e-10,5.947217e-09
1995-01-12 15:00:00,1.00719e-08,1.94861e-07,1.6534657e-09,2.0393164e-08
1995-01-12 18:00:00,8.32723e-09,1.7885e-07,1.8160324e-09,3.3075313e-08
1995-01-12 21:00:00,8.58599e-09,3.2267e-07,9.552102e-10,2.7245267e-08
1995-01-13 00:00:00,6.87715e-09,1.99836e-07,7.0618394e-10,1.8455323e-08
1995-01-13 03:00:00,3.28838e-08,5.6112e-07,6.4992878e-09,1.1074554e-07
1995-01-13 06:00:00,2.25078e-08,2.04178e-07,5.5400498e-09,1.597647e-08
1995-01-13 09:00:00,3.19999e-08,2.53386e-07,6.0742074e-09,2.5521667e-08
1995-01-13 12:00:00,1.10942e-08,3.16254e-07,2.2773166e-09,2.7362388e-08
1995-01-13 15:00:00,1.33231e-08,2.70302e-07,2.8470741e-09,2.1958208e-08
1995-01-13 18:00:00,1.40469e-08,3.6473e-07,2.480786e-09,4.6807365e-08
1995-01-13 21:00:00,1.31181e-08,3.37873e-07,2.8938407e-09,4.0199996e-08
1995-01-14 00:00:00,6.43193e-08,9.8491e-07,1.3213492e-08,2.0334724e-07
1995-01-14 03:00:00,1.02103e-08,2.73106e-07,2.3777431e-09,3.1188797e-08
1995-01-14 06:00:00,2.23156e-08,5.19148e-07,3.8768695e-09,8.379963e-08
1995-01-14 09:00:00,1.05549e-08,2.14852e-07,2.4078854e-09,1.390568e-08
1995-01-14 12:00:00,9.24955e-09,3.35973e-07,2.0023574e-09,5.823612e-08
1995-01-14 15:00:00,1.3081e-08,1.99655e-07,2.5549627e-09,7.829809e-09
1995-01-14 18:00:00,1.59363e-08,2.56739e-07,2.5598785e-09,1.3821737e-08
1995-01-14 21:00:00,6.98916e-08,7.67814e-07,1.1790123e-08,1.6449526e-07
1995-01-15 00:00:00,2.59465e-07,2.70151e-06,7.089077e-08,7.875465e-07
1995-01-15 03:00:00,5.91313e-08,8.65158e-07,1.1521714e-08,1.5262852e-07
1995-01-15 06:00:00,1.96256e-08,5.13088e-07,3.532375e-09,5.8208265e-08
1995-01-15 09:00:00,6.45499e-08,9.65914e-07,6.746161e-09,1.10657304e-07
1995-01-15 12:00:00,1.49756e-08,3.1345e-07,2.9687883e-09,2.0144547e-08
1995-01-15 15:00:00,1.24008e-08,2.75639e-07,2.0805284e-09,8.302092e-09
1995-01-15 18:00:00,1.00181e-08,3.06575e-07,1.6889492e-09,1.9657904e-08
1995-01-15 21:00:00,1.62437e-08,3.74056e-07,2.455807e-09,2.2762555e-08
1995-01-16 00:00:00,1.4848e-07,1.87455e-06,4.326324e-08,5.111632e-07
1995-01-16 03:00:00,7.78922e-09,3.25906e-07,1.64673e-09,1.8441874e-08
1995-01-16 06:00:00,9.24955e-09,3.66129e-07,1.9199229e-09,2.604075e-08
1995-01-16 09:00:00,1.82037e-08,5.8491e-07,3.5186003e-09,6.0504625e-08
1995-01-16 12:00:00,2.14318e-08,5.63834e-07,3.3646796e-09,7.196447e-08
1995-01-16 15:00:00,2.23273e-06,1.77239e-05,6.314751e-07,5.2977844e-06
1995-01-16 18:00:00,5.47803e-07,8.75194e-06,8.3832916e-08,1.4913202e-06
1995-01-16 21:00:00,1.14016e-08,4.64513e-07,2.401673e-09,4.0322522e-08
1995-01-17 00:00:00,1.04024e-08,4.36833e-07,2.1111828e-09,4.1297376e-08
1995-01-17 03:00:00,2.09706e-08,5.54336e-07,3.9389874e-09,5.60916e-08
1995-01-17 06:00:00,6.82776e-08,1.30033e-06,1.7048665e-08,2.6046595e-07
1995-01-17 09:00:00,2.84234e-08,7.62658e-07,6.5964394e-09,1.1535601e-07
1995-01-17 12:00:00,2.36222e-08,6.18922e-07,5.15086e-09,8.987385e-08
1995-01-17 15:00:00,1.76874e-08,5.61663e-07,3.2887313e-09,5.245158e-08
1995-01-17 18:00:00,3.11545e-08,7.67223e-07,6.5278325e-09,9.752838e-08
1995-01-17 21:00:00,6.54607e-08,9.73603e-07,1.1418685e-08,1.3921377e-07
1995-01-18 00:00:00,1.76503e-08,5.70799e-07,2.7890896e-09,5.2169586e-08
1995-01-18 03:00:00,3.565e-07,3.15207e-06,4.80738e-08,3.7759548e-07
1995-01-18 06:00:00,4.1223e-08,9.06213e-07,9.942408e-09,1.266464e-07
1995-01-18 09:00:00,9.97899e-08,1.50097e-06,2.234567e-08,2.684852e-07
1995-01-18 12:00:00,1.46577e-06,8.93086e-06,2.5656286e-07,1.8594917e-06
1995-01-18 15:00:00,9.70514e-07,5.95872e-06,1.5162425e-07,1.2745896e-06
1995-01-18 18:00:00,7.54165e-08,1.39663e-06,1.0406584e-08,1.9512996e-07
1995-01-18 21:00:00,4.78893e-08,9.64754e-07,5.0519855e-09,7.596377e-08
1995-01-19 00:00:00,2.06086e-07,2.25936e-06,2.2960455e-08,2.5275304e-07
1995-01-19 03:00:00,2.78488e-07,2.97478e-06,3.4820175e-08,3.5113382e-07
1995-01-19 06:00:00,4.37978e-08,1.13701e-06,1.126698e-08,2.494795e-07
1995-01-19 09:00:00,1.09827e-06,7.04863e-06,2.189499e-07,1.7704801e-06
1995-01-19 12:00:00,8.07672e-08,2.0343e-06,1.6079667e-08,3.4598486e-07
1995-01-19 15:00:00,7.64938e-08,1.83339e-06,1.8046721e-08,3.4608027e-07
1995-01-19 18:00:00,2.3817e-08,8.72852e-07,4.1765866e-09,1.9163663e-07
1995-01-19 21:00:00,3.22869e-08,8.77538e-07,6.952062e-09,9.770344e-08
1995-01-20 00:00:00,3.91094e-08,9.05942e-07,7.059651e-09,8.248978e-08
1995-01-20 03:00:00,5.45581e-08,1.16655e-06,8.836052e-09,1.5717444e-07
1995-01-20 06:00:00,1.26698e-08,4.40813e-07,2.4844748e-09,1.5802325e-08
1995-01-20 09:00:00,2.40834e-08,6.53024e-07,4.1553054e-09,6.439704e-08
1995-01-20 12:00:00,7.58098e-08,1.59278e-06,1.2504817e-08,1.9635566e-07
1995-01-20 15:00:00,3.97867e-07,3.38741e-06,3.806505e-08,3.25553e-07
1995-01-20 18:00:00,1.42793e-07,1.69472e-06,2.0897202e-08,1.930709e-07
1995-01-20 21:00:00,1.11785e-07,1.45149e-06,2.1768583e-08,2.0147955e-07
1995-01-21 00:00:00,2.25274e-07,2.46499e-06,2.5888697e-08,2.498492e-07
1995-01-21 03:00:00,2.17392e-08,9.27941e-07,4.212699e-09,8.934715e-08
1995-01-21 06:00:00,1.69816e-08,6.69668e-07,2.7432443e-09,3.0874087e-08
1995-01-21 09:00:00,4.54503e-08,1.07709e-06,1.24549215e-08,1.5426816e-07
1995-01-21 12:00:00,4.9178e-08,1.06732e-06,8.183825e-09,1.0980147e-07
1995-01-21 15:00:00,4.7833e-08,1.32123e-06,1.1028372e-08,2.0859126e-07
1995-01-21 18:00:00,1.72115e-07,1.81503e-06,2.1900329e-08,2.0795245e-07
1995-01-21 21:00:00,1.41211e-08,6.73649e-07,3.0421778e-09,3.808614e-08
1995-01-22 00:00:00,2.72346e-08,8.90835e-07,4.34192e-09,6.649639e-08
1995-01-22 03:00:00,5.37511e-08,1.1841e-06,7.767992e-09,1.0219245e-07
1995-01-22 06:00:00,6.64714e-08,1.34086e-06,1.1348108e-08,1.4209425e-07
1995-01-22 09:00:00,3.58813e-08,1.05158e-06,5.989809e-09,9.605533e-08
1995-01-22 12:00:00,1.00981e-07,1.8466e-06,1.4669587e-08,2.4575576e-07
1995-01-22 15:00:00,1.35414e-07,1.74493e-06,1.9020423e-08,1.9171965e-07
1995-01-22 18:00:00,2.15809e-07,1.95372e-06,2.6765951e-08,2.484335e-07
1995-01-22 21:00:00,1.99456e-07,2.42109e-06,3.383233e-08,3.5860913e-07
1995-01-23 00:00:00,2.01129e-07,2.07347e-06,2.2237595e-08,1.9783994e-07
1995-01-23 03:00:00,2.81634e-08,1.00671e-06,6.9128263e-09,1.3158048e-07
1995-01-23 06:00:00,2.61202e-08,7.94951e-07,4.0442827e-09,5.994708e-08
1995-01-23 09:00:00,3.61888e-08,9.15892e-07,5.994799e-09,8.662816e-08
1995-01-23 12:00:00,4.39516e-08,1.04027e-06,5.3294373e-09,8.7821306e-08
1995-01-23 15:00:00,1.01495e-07,2.07862e-06,2.2017701e-08,3.787178e-07
1995-01-23 18:00:00,5.01772e-08,1.64606e-06,9.5832124e-09,1.9740052e-07
1995-01-23 21:00:00,1.67216e-08,8.02637e-07,2.981431e-09,5.3430004e-08
1995-01-24 00:00:00,4.4528e-08,9.56009e-07,6.1152505e-09,7.321045e-08
1995-01-24 03:00:00,5.49476e-08,1.15379e-06,1.0316283e-08,1.4537194e-07
1995-01-24 06:00:00,3.13152e-07,3.73832e-06,6.406543e-08,7.844212e-07
1995-01-24 09:00:00,4.65648e-08,1.11779e-06,9.212521e-09,1.6214037e-07
1995-01-24 12:00:00,7.90379e-08,1.17677e-06,1.209587e-08,1.533863e-07
1995-01-24 15:00:00,2.45208e-07,2.64468e-06,4.5496705e-08,4.7670457e-07
1995-01-24 18:00:00,9.01056e-08,1.26922e-06,1.2628816e-08,1.4223163e-07
1995-01-24 21:00:00,2.48904e-08,8.27995e-07,4.104352e-09,6.911015e-08
1995-01-25 00:00:00,4.89474e-08,1.31363e-06,7.7610744e-09,1.478648e-07
1995-01-25 03:00:00,1.72788e-08,7.05942e-07,2.7105935e-09,4.9217594e-08
1995-01-25 06:00:00,5.37127e-08,9.56884e-07,9.73102e-09,1.04796364e-07
1995-01-25 09:00:00,2.91664e-08,7.45887e-07,4.44026e-09,5.3718278e-08
1995-01-25 12:00:00,4.3017e-07,3.73733e-06,6.4332895e-08,5.616888e-07
1995-01-25 15:00:00,2.20466e-08,5.86629e-07,4.04568e-09,4.008524e-08
1995-01-25 18:00:00,2.81954e-08,7.30365e-07,4.1733896e-09,4.1624677e-08
1995-01-25 21:00:00,8.84928e-08,1.35823e-06,1.2334474e-08,1.7357505e-07
1995-01-26 00:00:00,2.61202e-08,7.9503e-07,5.381714e-09,7.936139e-08
1995-01-26 03:00:00,1.5821e-08,6.25043e-07,2.846325e-09,3.1608835e-08
1995-01-26 06:00:00,9.7107e-09,5.56598e-07,1.712332e-09,3.652094e-08
1995-01-26 09:00:00,1.07035e-08,5.77041e-07,1.8599884e-09,4.5147214e-08
1995-01-26 12:00:00,8.17351e-09,4.7683e-07,1.5236856e-09,1.6615061e-08
1995-01-26 15:00:00,7.58866e-08,1.24561e-06,1.3105531e-08,1.599152e-07
1995-01-26 18:00:00,1.67049e-08,6.53839e-07,3.206874e-09,1.1983427e-07
1995-01-26 21:00:00,3.93451e-08,8.76525e-07,4.2074992e-09,5.8769643e-08
1995-01-27 00:00:00,1.34632e-07,1.88975e-06,3.154078e-08,4.0419457e-07
1995-01-27 03:00:00,6.36276e-08,1.11323e-06,1.08546825e-08,1.5013872e-07
1995-01-27 06:00:00,1.76702e-06,1.09436e-05,2.615064e-07,1.8948241e-06
1995-01-27 09:00:00,1.75343e-07,2.44986e-06,3.709876e-08,4.345536e-07
1995-01-27 12:00:00,1.63314e-07,2.05529e-06,2.1326995e-08,2.6627495e-07
1995-01-27 15:00:00,3.18782e-08,9.41582e-07,5.8410476e-09,1.04533555e-07
1995-01-27 18:00:00,3.99933e-08,1.03969e-06,8.350255e-09,1.4313466e-07
1995-01-27 21:00:00,1.96479e-07,2.23755e-06,2.4155653e-08,2.5193359e-07
1995-01-28 00:00:00,1.03092e-07,1.53715e-06,2.1199591e-08,2.1851307e-07
1995-01-28 03:00:00,1.75888e-08,7.29361e-07,3.0718794e-09,4.6945132e-08
1995-01-28 06:00:00,9.90802e-08,1.55507e-06,1.2173375e-08,1.2759779e-07
1995-01-28 09:00:00,1.02864e-07,1.72375e-06,1.1395766e-08,1.8695309e-07
1995-01-28 12:00:00,4.1054e-08,1.11146e-06,9.695638e-09,2.071644e-07
1995-01-28 15:00:00,4.57347e-08,9.34164e-07,5.658975e-09,9.186197e-08
1995-01-28 18:00:00,3.95706e-08,1.11969e-06,4.320927e-09,8.6527834e-08
1995-01-28 21:00:00,3.75722e-08,1.11354e-06,5.470382e-09,1.1984953e-07
1995-01-29 00:00:00,2.02051e-07,1.76673e-06,1.6068121e-08,1.1992661e-07
1995-01-29 03:00:00,6.063e-08,9.40587e-07,6.4310712e-09,7.10736e-08
1995-01-29 06:00:00,2.41603e-08,6.70302e-07,4.3959263e-09,7.064263e-08
1995-01-29 09:00:00,2.34083e-08,7.18153e-07,5.1310383e-09,9.3984305e-08
1995-01-29 12:00:00,4.03853e-08,1.16582e-06,9.746674e-09,1.679631e-07
1995-01-29 15:00:00,5.44813e-08,1.15669e-06,1.1130853e-08,1.8070078e-07
1995-01-29 18:00:00,1.35268e-08,5.48619e-07,2.2520887e-09,2.6584626e-08
1995-01-29 21:00:00,1.06714e-08,4.46602e-07,1.8260807e-09,1.9121243e-08
1995-01-30 00:00:00,3.07771e-07,2.43665e-06,3.13088e-08,2.076331e-07
1995-01-30 03:00:00,1.77956e-07,2.1367e-06,1.461033e-08,1.6519265e-07
1995-01-30 06:00:00,2.72639e-07,3.98618e-06,8.715225e-08,1.188883e-06
1995-01-30 09:00:00,9.70953e-07,6.07876e-06,1.5956107e-07,1.0214596e-06
1995-01-30 12:00:00,8.31883e-08,1.29011e-06,1.10223155e-08,1.3539474e-07
1995-01-30 15:00:00,1.9126e-08,6.88845e-07,4.191254e-09,7.6501195e-08
1995-01-30 18:00:00,1.66665e-08,6.10003e-07,2.711944e-09,4.3668056e-08
1995-01-30 21:00:00,2.08553e-08,6.94182e-07,3.8346943e-09,7.124247e-08
1995-01-31 00:00:00,5.5603e-09,4.66864e-07,4.876901e-10,2.9315403e-08
1995-01-31 03:00:00,3.34803e-09,5.30908e-07,3.4784098e-10,4.197388e-08
1995-01-31 06:00:00,2.90408e-08,8.84142e-07,6.492041e-09,1.3360207e-07
1995-01-31 09:00:00,6.98219e-09,5.09198e-07,8.68348e-10,4.2391672e-08
1995-01-31 12:00:00,1.67848e-09,4.74644e-07,6.281113e-11,3.6194155e-08
1995-01-31 15:00:00,1.11864e-08,6.34571e-07,2.5931302e-09,5.188616e-08
1995-01-31 18:00:00,7.88017e-09,6.24892e-07,1.2180634e-09,4.223612e-08
1995-01-31 21:00:00,7.88713e-08,1.4305e-06,1.6279722e-08,2.5278655e-07
1995-02-01 00:00:00,4.43602e-08,1.35533e-06,1.019135e-08,2.1637133e-07
1995-02-01 03:00:00,1.00566e-08,8.3439e-07,2.2451183e-09,9.374077e-08
1995-02-01 06:00:00,6.05916e-08,1.48075e-06,1.3419336e-08,2.7609605e-07
1995-02-01 09:00:00,1.99782e-09,4.99519e-07,7.486226e-11,3.2211485e-08
1995-02-01 12:00:00,3.96474e-08,1.12847e-06,5.4916947e-09,1.0496099e-07
1995-02-01 15:00:00,3.57152e-07,3.76612e-06,6.3903656e-08,6.2629215e-07
1995-02-01 18:00:00,3.35371e-08,1.19551e-06,1.0377264e-08,2.7140737e-07
1995-02-01 21:00:00,3.65648e-09,6.64217e-07,3.983188e-10,4.16383e-08
1995-02-02 00:00:00,4.13768e-08,8.72653e-07,5.202006e-09,1.0499059e-07
1995-02-02 03:00:00,9.35328e-07,5.648e-06,1.2716094e-07,8.5805016e-07
1995-02-02 06:00:00,6.73937e-08,1.5177e-06,9.056119e-09,1.894053e-07
1995-02-02 09:00:00,4.09198e-07,3.44081e-06,5.991104e-08,5.5361687e-07
1995-02-02 12:00:00,2.97233e-06,1.56986e-05,2.9279957e-07,1.5517e-06
1995-02-02 15:00:00,1.00719e-08,5.75114e-07,1.0243626e-09,4.1885972e-08
1995-02-02 18:00:00,9.11304e-08,1.33131e-06,1.5435997e-08,1.9168506e-07
1995-02-02 21:00:00,1.90248e-08,7.07675e-07,3.3811975e-09,9.039191e-08
1995-02-03 00:00:00,6.65008e-08,1.08921e-06,1.0718483e-08,1.6438459e-07
1995-02-03 03:00:00,1e-09,4.51396e-07,0.0,1.8914612e-08
1995-02-03 06:00:00,1.648e-09,4.37737e-07,5.6480702e-11,2.8444562e-08
1995-02-03 09:00:00,1e-09,3.6438e-07,0.0,1.0699347e-08
1995-02-03 12:00:00,2.4334e-09,3.89252e-07,1.5130613e-10,1.325177e-08
1995-02-03 15:00:00,1.11326e-08,5.585e-07,1.0335363e-09,3.509235e-08
1995-02-03 18:00:00,9.44169e-09,6.46729e-07,1.0781569e-09,5.9290592e-08
1995-02-03 21:00:00,1e-09,4.43255e-07,0.0,1.9279142e-08
1995-02-04 00:00:00,1e-09,3.66729e-07,0.0,1.0830735e-08
1995-02-04 03:00:00,4.69408e-09,4.45788e-07,3.1393396e-10,3.0299734e-08
1995-02-04 06:00:00,1.02948e-08,6.74824e-07,1.204389e-09,6.0969725e-08
1995-02-04 09:00:00,7.55864e-09,7.45019e-07,1.3522692e-09,8.5196824e-08
1995-02-04 12:00:00,2.21619e-08,9.4321e-07,4.445346e-09,1.226647e-07
1995-02-04 15:00:00,1.40533e-08,8.03424e-07,4.0941734e-09,7.948481e-08
1995-02-04 18:00:00,2.04736e-08,1.03855e-06,6.0244094e-09,1.2515753e-07
1995-02-04 21:00:00,9.13426e-09,7.29913e-07,1.7570332e-09,6.352159e-08
1995-02-05 00:00:00,8.26887e-08,1.45574e-06,1.4531092e-08,1.7446499e-07
1995-02-05 03:00:00,5.72508e-08,1.22349e-06,8.897343e-09,1.17052025e-07
1995-02-05 06:00:00,1.98223e-06,1.01292e-05,4.0892448e-07,2.3017255e-06
1995-02-05 09:00:00,1.05315e-06,5.79975e-06,1.4553318e-07,1.2114996e-06
1995-02-05 12:00:00,3.16541e-08,1.41567e-06,4.63689e-09,1.4416459e-07
1995-02-05 15:00:00,5.3632e-07,4.90467e-06,8.114425e-08,7.8725503e-07
1995-02-05 18:00:00,3.51821e-06,1.75505e-05,5.765563e-07,3.2071507e-06
1995-02-05 21:00:00,1.13011e-07,3.3415e-06,1.9782085e-08,4.5288422e-07
1995-02-06 00:00:00,7.77313e-08,1.37776e-06,8.918042e-09,9.845429e-08
1995-02-06 03:00:00,2.28452e-07,2.77315e-06,4.076505e-08,4.7173967e-07
1995-02-06 06:00:00,4.5066e-08,1.24534e-06,1.29482505e-08,1.720358e-07
1995-02-06 09:00:00,1.43607e-08,1.04524e-06,3.4478445e-09,7.267716e-08
1995-02-06 12:00:00,1.53271e-09,7.99489e-07,5.7773116e-11,6.406652e-08
1995-02-06 15:00:00,8.10746e-08,1.43321e-06,1.1806491e-08,1.5463208e-07
1995-02-06 18:00:00,3.59966e-08,1.1386e-06,5.9118648e-09,1.0773566e-07
1995-02-06 21:00:00,1.24601e-07,1.53082e-06,1.4771145e-08,1.5811035e-07
1995-02-07 00:00:00,7.36649e-09,6.70121e-07,8.705285e-10,4.4621405e-08
1995-02-07 03:00:00,4.48426e-09,6.57834e-07,4.439699e-10,6.298074e-08
1995-02-07 06:00:00,1.55136e-08,7.03228e-07,1.6855507e-09,6.488429e-08
1995-02-07 09:00:00,3.89557e-08,1.00933e-06,5.7839795e-09,1.0165328e-07
1995-02-07 12:00:00,1.04152e-09,4.41446e-07,3.08611e-12,1.33215385e-08
1995-02-07 15:00:00,8.40409e-09,6.73649e-07,7.3177675e-10,3.8479254e-08
